backend,experts_per_rank,channels,repeat,rank,returncode,dispatch_bandwidth_gbps,avg_us,min_us,max_us,log_file
rc_gda,32,1,0,0,0,36.73,206.51,197.95,213.79,ep32/channels1_repeat0.log
rc_gda,32,1,0,1,0,36.75,206.4,196.22,220.45,ep32/channels1_repeat0.log
rc_gda,32,1,0,2,0,36.73,206.55,194.18,218.75,ep32/channels1_repeat0.log
rc_gda,32,1,0,3,0,36.78,206.23,193.79,222.53,ep32/channels1_repeat0.log
rc_gda,32,1,1,0,0,35.98,210.84,193.7,230.56,ep32/channels1_repeat1.log
rc_gda,32,1,1,1,0,35.84,211.66,192.35,237.44,ep32/channels1_repeat1.log
rc_gda,32,1,1,2,0,35.92,211.18,184.42,242.94,ep32/channels1_repeat1.log
rc_gda,32,1,1,3,0,35.92,211.19,189.86,238.98,ep32/channels1_repeat1.log
rc_gda,32,1,2,0,0,36.13,209.95,198.05,227.01,ep32/channels1_repeat2.log
rc_gda,32,1,2,1,0,36.11,210.1,197.25,226.98,ep32/channels1_repeat2.log
rc_gda,32,1,2,2,0,36.26,209.23,187.39,234.34,ep32/channels1_repeat2.log
rc_gda,32,1,2,3,0,36.11,210.1,185.79,239.01,ep32/channels1_repeat2.log
rc_gda,32,2,0,0,0,43.66,173.75,145.12,205.7,ep32/channels2_repeat0.log
rc_gda,32,2,0,1,0,43.56,174.16,151.23,195.78,ep32/channels2_repeat0.log
rc_gda,32,2,0,2,0,43.51,174.34,144.7,202.27,ep32/channels2_repeat0.log
rc_gda,32,2,0,3,0,43.68,173.66,144.7,208.54,ep32/channels2_repeat0.log
rc_gda,32,2,1,0,0,43.2,175.59,142.56,208.45,ep32/channels2_repeat1.log
rc_gda,32,2,1,1,0,43.31,175.15,148.93,201.18,ep32/channels2_repeat1.log
rc_gda,32,2,1,2,0,43.32,175.12,145.06,202.4,ep32/channels2_repeat1.log
rc_gda,32,2,1,3,0,43.32,175.09,144.8,202.18,ep32/channels2_repeat1.log
rc_gda,32,2,2,0,0,44.29,171.26,145.06,204.83,ep32/channels2_repeat2.log
rc_gda,32,2,2,1,0,44.26,171.39,153.47,194.46,ep32/channels2_repeat2.log
rc_gda,32,2,2,2,0,44.28,171.32,147.3,196.48,ep32/channels2_repeat2.log
rc_gda,32,2,2,3,0,44.56,170.24,144.35,190.69,ep32/channels2_repeat2.log
rc_gda,32,4,0,0,0,45.59,166.37,130.43,206.34,ep32/channels4_repeat0.log
rc_gda,32,4,0,1,0,45.71,165.95,137.09,196.51,ep32/channels4_repeat0.log
rc_gda,32,4,0,2,0,45.83,165.53,133.54,189.89,ep32/channels4_repeat0.log
rc_gda,32,4,0,3,0,45.78,165.68,146.88,185.79,ep32/channels4_repeat0.log
rc_gda,32,4,1,0,0,46.42,163.4,128.42,202.11,ep32/channels4_repeat1.log
rc_gda,32,4,1,1,0,46.13,164.46,136.83,190.08,ep32/channels4_repeat1.log
rc_gda,32,4,1,2,0,46.21,164.17,138.62,187.78,ep32/channels4_repeat1.log
rc_gda,32,4,1,3,0,46.25,164.01,133.57,185.79,ep32/channels4_repeat1.log
rc_gda,32,4,2,0,0,47.98,158.11,131.42,186.08,ep32/channels4_repeat2.log
rc_gda,32,4,2,1,0,47.56,159.49,135.14,184.22,ep32/channels4_repeat2.log
rc_gda,32,4,2,2,0,47.76,158.82,142.88,171.55,ep32/channels4_repeat2.log
rc_gda,32,4,2,3,0,47.8,158.71,140.74,175.52,ep32/channels4_repeat2.log
rc_gda,32,8,0,0,0,48.12,157.65,128.38,183.71,ep32/channels8_repeat0.log
rc_gda,32,8,0,1,0,47.95,158.19,128.9,187.3,ep32/channels8_repeat0.log
rc_gda,32,8,0,2,0,48.1,157.72,134.53,179.65,ep32/channels8_repeat0.log
rc_gda,32,8,0,3,0,48.09,157.74,124.32,187.81,ep32/channels8_repeat0.log
rc_gda,32,8,1,0,0,48.54,156.29,124.51,191.23,ep32/channels8_repeat1.log
rc_gda,32,8,1,1,0,48.24,157.26,134.82,177.82,ep32/channels8_repeat1.log
rc_gda,32,8,1,2,0,48.36,156.86,130.27,181.66,ep32/channels8_repeat1.log
rc_gda,32,8,1,3,0,48.41,156.69,137.63,171.46,ep32/channels8_repeat1.log
rc_gda,32,8,2,0,0,48.73,155.68,126.72,186.37,ep32/channels8_repeat2.log
rc_gda,32,8,2,1,0,49.17,154.28,140.45,170.53,ep32/channels8_repeat2.log
rc_gda,32,8,2,2,0,49.1,154.51,134.62,173.22,ep32/channels8_repeat2.log
rc_gda,32,8,2,3,0,49.17,154.27,122.59,182.69,ep32/channels8_repeat2.log
rc_gda,32,16,0,0,0,50.3,150.81,122.08,177.7,ep32/channels16_repeat0.log
rc_gda,32,16,0,1,0,50.46,150.34,128.67,171.65,ep32/channels16_repeat0.log
rc_gda,32,16,0,2,0,50.46,150.33,130.46,171.39,ep32/channels16_repeat0.log
rc_gda,32,16,0,3,0,50.43,150.41,121.22,173.44,ep32/channels16_repeat0.log
rc_gda,32,16,1,0,0,50.44,150.39,122.08,177.95,ep32/channels16_repeat1.log
rc_gda,32,16,1,1,0,50.77,149.42,128.16,172.86,ep32/channels16_repeat1.log
rc_gda,32,16,1,2,0,50.62,149.87,128.64,169.54,ep32/channels16_repeat1.log
rc_gda,32,16,1,3,0,50.57,150.0,126.34,169.34,ep32/channels16_repeat1.log
rc_gda,32,16,2,0,0,50.56,150.05,121.41,175.68,ep32/channels16_repeat2.log
rc_gda,32,16,2,1,0,50.76,149.46,126.37,168.38,ep32/channels16_repeat2.log
rc_gda,32,16,2,2,0,50.73,149.54,126.37,173.5,ep32/channels16_repeat2.log
rc_gda,32,16,2,3,0,50.76,149.45,132.51,171.33,ep32/channels16_repeat2.log
rc_gda,32,32,0,0,0,50.17,151.2,126.27,177.89,ep32/channels32_repeat0.log
rc_gda,32,32,0,1,0,50.37,150.61,128.1,173.15,ep32/channels32_repeat0.log
rc_gda,32,32,0,2,0,50.15,151.25,130.46,167.36,ep32/channels32_repeat0.log
rc_gda,32,32,0,3,0,50.19,151.15,130.5,173.57,ep32/channels32_repeat0.log
rc_gda,32,32,1,0,0,49.8,152.33,124.22,176.48,ep32/channels32_repeat1.log
rc_gda,32,32,1,1,0,49.56,153.05,139.17,165.76,ep32/channels32_repeat1.log
rc_gda,32,32,1,2,0,49.59,152.97,130.43,173.47,ep32/channels32_repeat1.log
rc_gda,32,32,1,3,0,49.59,152.98,132.45,170.69,ep32/channels32_repeat1.log
rc_gda,32,32,2,0,0,49.81,152.31,132.48,169.38,ep32/channels32_repeat2.log
rc_gda,32,32,2,1,0,49.59,152.98,130.98,175.01,ep32/channels32_repeat2.log
rc_gda,32,32,2,2,0,49.83,152.24,139.65,161.18,ep32/channels32_repeat2.log
rc_gda,32,32,2,3,0,49.81,152.29,130.46,171.46,ep32/channels32_repeat2.log
rc_gda,64,1,0,0,0,29.21,259.73,230.46,304.19,ep64/channels1_repeat0.log
rc_gda,64,1,0,1,0,28.99,261.71,206.59,331.62,ep64/channels1_repeat0.log
rc_gda,64,1,0,2,0,29.23,259.5,209.89,312.42,ep64/channels1_repeat0.log
rc_gda,64,1,0,3,0,29.19,259.85,226.4,306.27,ep64/channels1_repeat0.log
rc_gda,64,1,1,0,0,30.87,245.75,232.35,290.69,ep64/channels1_repeat1.log
rc_gda,64,1,1,1,0,30.87,245.73,229.22,284.54,ep64/channels1_repeat1.log
rc_gda,64,1,1,2,0,30.82,246.15,210.21,307.68,ep64/channels1_repeat1.log
rc_gda,64,1,1,3,0,30.97,244.97,226.43,285.82,ep64/channels1_repeat1.log
rc_gda,64,1,2,0,0,31.73,239.07,229.28,247.68,ep64/channels1_repeat2.log
rc_gda,64,1,2,1,0,31.69,239.34,221.09,253.89,ep64/channels1_repeat2.log
rc_gda,64,1,2,2,0,31.76,238.83,218.75,259.74,ep64/channels1_repeat2.log
rc_gda,64,1,2,3,0,31.78,238.66,224.74,253.31,ep64/channels1_repeat2.log
rc_gda,64,2,0,0,0,33.98,223.22,181.54,270.02,ep64/channels2_repeat0.log
rc_gda,64,2,0,1,0,33.99,223.16,187.36,254.72,ep64/channels2_repeat0.log
rc_gda,64,2,0,2,0,34.01,223.03,167.26,265.7,ep64/channels2_repeat0.log
rc_gda,64,2,0,3,0,33.91,223.73,177.57,262.66,ep64/channels2_repeat0.log
rc_gda,64,2,1,0,0,33.46,226.72,189.79,266.66,ep64/channels2_repeat1.log
rc_gda,64,2,1,1,0,33.47,226.64,190.5,267.52,ep64/channels2_repeat1.log
rc_gda,64,2,1,2,0,33.4,227.12,171.39,267.87,ep64/channels2_repeat1.log
rc_gda,64,2,1,3,0,33.44,226.82,169.31,272.1,ep64/channels2_repeat1.log
rc_gda,64,2,2,0,0,33.3,227.78,167.81,280.54,ep64/channels2_repeat2.log
rc_gda,64,2,2,1,0,33.55,226.14,168.83,275.68,ep64/channels2_repeat2.log
rc_gda,64,2,2,2,0,33.44,226.87,169.98,294.05,ep64/channels2_repeat2.log
rc_gda,64,2,2,3,0,33.58,225.9,169.98,284.86,ep64/channels2_repeat2.log
rc_gda,64,4,0,0,0,35.07,216.28,142.5,279.74,ep64/channels4_repeat0.log
rc_gda,64,4,0,1,0,35.2,215.49,156.96,276.1,ep64/channels4_repeat0.log
rc_gda,64,4,0,2,0,35.08,216.24,140.7,291.26,ep64/channels4_repeat0.log
rc_gda,64,4,0,3,0,34.99,216.82,157.12,265.66,ep64/channels4_repeat0.log
rc_gda,64,4,1,0,0,35.36,214.53,140.58,284.32,ep64/channels4_repeat1.log
rc_gda,64,4,1,1,0,35.38,214.39,180.19,245.66,ep64/channels4_repeat1.log
rc_gda,64,4,1,2,0,35.52,213.55,138.91,297.41,ep64/channels4_repeat1.log
rc_gda,64,4,1,3,0,35.44,214.07,150.91,263.68,ep64/channels4_repeat1.log
rc_gda,64,4,2,0,0,35.42,214.18,154.24,260.7,ep64/channels4_repeat2.log
rc_gda,64,4,2,1,0,35.37,214.49,175.26,242.85,ep64/channels4_repeat2.log
rc_gda,64,4,2,2,0,35.28,215.04,147.78,274.88,ep64/channels4_repeat2.log
rc_gda,64,4,2,3,0,35.16,215.77,142.62,294.5,ep64/channels4_repeat2.log
rc_gda,64,8,0,0,0,36.64,207.04,165.54,228.99,ep64/channels8_repeat0.log
rc_gda,64,8,0,1,0,36.67,206.89,163.42,235.14,ep64/channels8_repeat0.log
rc_gda,64,8,0,2,0,36.51,207.77,124.38,300.48,ep64/channels8_repeat0.log
rc_gda,64,8,0,3,0,36.51,207.8,147.84,255.39,ep64/channels8_repeat0.log
rc_gda,64,8,1,0,0,37.9,200.17,163.17,225.66,ep64/channels8_repeat1.log
rc_gda,64,8,1,1,0,37.55,202.02,126.72,294.78,ep64/channels8_repeat1.log
rc_gda,64,8,1,2,0,37.98,199.71,148.9,243.23,ep64/channels8_repeat1.log
rc_gda,64,8,1,3,0,37.8,200.66,128.67,269.41,ep64/channels8_repeat1.log
rc_gda,64,8,2,0,0,36.79,206.17,182.08,220.32,ep64/channels8_repeat2.log
rc_gda,64,8,2,1,0,36.97,205.21,128.48,284.03,ep64/channels8_repeat2.log
rc_gda,64,8,2,2,0,36.69,206.77,128.29,298.53,ep64/channels8_repeat2.log
rc_gda,64,8,2,3,0,36.81,206.06,145.09,246.94,ep64/channels8_repeat2.log
rc_gda,64,16,0,0,0,41.73,181.77,124.45,239.87,ep64/channels16_repeat0.log
rc_gda,64,16,0,1,0,41.68,182.02,129.12,228.48,ep64/channels16_repeat0.log
rc_gda,64,16,0,2,0,41.93,180.91,122.11,238.94,ep64/channels16_repeat0.log
rc_gda,64,16,0,3,0,41.8,181.49,126.46,245.28,ep64/channels16_repeat0.log
rc_gda,64,16,1,0,0,42.07,180.3,128.64,222.88,ep64/channels16_repeat1.log
rc_gda,64,16,1,1,0,42.37,179.02,116.19,251.1,ep64/channels16_repeat1.log
rc_gda,64,16,1,2,0,42.27,179.47,138.4,222.85,ep64/channels16_repeat1.log
rc_gda,64,16,1,3,0,41.9,181.03,126.24,240.93,ep64/channels16_repeat1.log
rc_gda,64,16,2,0,0,40.98,185.09,138.88,231.07,ep64/channels16_repeat2.log
rc_gda,64,16,2,1,0,41.19,184.18,130.98,232.29,ep64/channels16_repeat2.log
rc_gda,64,16,2,2,0,41.14,184.4,113.92,263.68,ep64/channels16_repeat2.log
rc_gda,64,16,2,3,0,40.97,185.16,126.24,239.1,ep64/channels16_repeat2.log
rc_gda,64,32,0,0,0,41.58,182.46,134.56,234.94,ep64/channels32_repeat0.log
rc_gda,64,32,0,1,0,41.38,183.3,161.34,209.54,ep64/channels32_repeat0.log
rc_gda,64,32,0,2,0,41.69,181.96,124.16,240.99,ep64/channels32_repeat0.log
rc_gda,64,32,0,3,0,41.56,182.53,140.42,224.03,ep64/channels32_repeat0.log
rc_gda,64,32,1,0,0,41.23,183.99,159.65,202.69,ep64/channels32_repeat1.log
rc_gda,64,32,1,1,0,41.39,183.27,118.37,247.39,ep64/channels32_repeat1.log
rc_gda,64,32,1,2,0,41.31,183.63,122.05,239.2,ep64/channels32_repeat1.log
rc_gda,64,32,1,3,0,41.36,183.42,128.32,230.82,ep64/channels32_repeat1.log
rc_gda,64,32,2,0,0,43.79,173.23,130.88,216.0,ep64/channels32_repeat2.log
rc_gda,64,32,2,1,0,44.11,171.99,124.48,216.83,ep64/channels32_repeat2.log
rc_gda,64,32,2,2,0,44.06,172.19,128.48,216.67,ep64/channels32_repeat2.log
rc_gda,64,32,2,3,0,43.92,172.71,130.46,212.42,ep64/channels32_repeat2.log
