backend,experts_per_rank,channels,repeat,rank,returncode,dispatch_bandwidth_gbps,avg_us,min_us,max_us,log_file
rc_gdp,2,4,0,1,0,35.69,212.53,206.75,217.02,ep2/channels4_repeat0.log
rc_gdp,2,4,0,2,0,35.78,212.02,206.18,216.74,ep2/channels4_repeat0.log
rc_gdp,2,4,0,3,0,35.77,212.07,208.26,218.37,ep2/channels4_repeat0.log
rc_gdp,2,4,1,0,0,35.68,212.6,208.74,219.04,ep2/channels4_repeat1.log
rc_gdp,2,4,1,1,0,35.66,212.7,208.77,217.02,ep2/channels4_repeat1.log
rc_gdp,2,4,1,2,0,35.76,212.14,208.26,218.37,ep2/channels4_repeat1.log
rc_gdp,2,4,1,3,0,35.75,212.2,206.24,218.69,ep2/channels4_repeat1.log
rc_gdp,2,4,2,0,0,35.66,212.74,206.75,221.06,ep2/channels4_repeat2.log
rc_gdp,2,4,2,1,0,35.68,212.63,204.7,217.98,ep2/channels4_repeat2.log
rc_gdp,2,4,2,2,0,35.76,212.14,208.22,218.5,ep2/channels4_repeat2.log
rc_gdp,2,4,2,3,0,35.73,212.3,206.37,220.61,ep2/channels4_repeat2.log
rc_gdp,2,8,0,0,0,35.29,214.93,206.69,223.1,ep2/channels8_repeat0.log
rc_gdp,2,8,0,1,0,35.3,214.87,210.82,219.04,ep2/channels8_repeat0.log
rc_gdp,2,8,0,2,0,35.39,214.38,208.26,220.61,ep2/channels8_repeat0.log
rc_gdp,2,8,0,3,0,35.38,214.4,208.29,220.67,ep2/channels8_repeat0.log
rc_gdp,2,8,1,0,0,35.33,214.7,208.74,221.06,ep2/channels8_repeat1.log
rc_gdp,2,8,1,1,0,35.32,214.79,208.8,219.04,ep2/channels8_repeat1.log
rc_gdp,2,8,1,2,0,35.42,214.19,206.21,220.64,ep2/channels8_repeat1.log
rc_gdp,2,8,1,3,0,35.42,214.17,207.3,220.58,ep2/channels8_repeat1.log
rc_gdp,2,8,2,0,0,35.33,214.72,208.77,219.01,ep2/channels8_repeat2.log
rc_gdp,2,8,2,1,0,35.32,214.76,210.82,219.07,ep2/channels8_repeat2.log
rc_gdp,2,8,2,2,0,35.41,214.25,209.98,220.58,ep2/channels8_repeat2.log
rc_gdp,2,8,2,3,0,35.4,214.29,208.29,222.59,ep2/channels8_repeat2.log
rc_gdp,2,16,0,0,0,35.1,216.12,212.83,224.16,ep2/channels16_repeat0.log
rc_gdp,2,16,0,1,0,35.09,216.16,212.83,221.06,ep2/channels16_repeat0.log
rc_gdp,2,16,0,2,0,35.17,215.71,212.35,220.7,ep2/channels16_repeat0.log
rc_gdp,2,16,0,3,0,35.19,215.57,208.51,223.39,ep2/channels16_repeat0.log
rc_gdp,2,16,1,0,0,35.09,216.18,212.8,221.15,ep2/channels16_repeat1.log
rc_gdp,2,16,1,1,0,35.08,216.23,210.82,223.07,ep2/channels16_repeat1.log
rc_gdp,2,16,1,2,0,35.2,215.53,210.34,223.65,ep2/channels16_repeat1.log
rc_gdp,2,16,1,3,0,35.17,215.69,210.3,222.59,ep2/channels16_repeat1.log
rc_gdp,2,16,2,0,0,35.16,215.77,210.78,221.09,ep2/channels16_repeat2.log
rc_gdp,2,16,2,1,0,35.13,215.92,210.82,221.09,ep2/channels16_repeat2.log
rc_gdp,2,16,2,2,0,35.23,215.32,210.34,220.58,ep2/channels16_repeat2.log
rc_gdp,2,16,2,3,0,35.24,215.25,210.3,220.61,ep2/channels16_repeat2.log
rc_gdp,2,32,0,0,0,33.44,226.88,223.07,233.38,ep2/channels32_repeat0.log
rc_gdp,2,32,0,1,0,33.43,226.94,221.06,231.36,ep2/channels32_repeat0.log
rc_gdp,2,32,0,2,0,33.51,226.36,221.57,232.9,ep2/channels32_repeat0.log
rc_gdp,2,32,0,3,0,33.51,226.35,220.58,232.86,ep2/channels32_repeat0.log
rc_gdp,2,32,1,0,0,33.44,226.82,219.01,234.37,ep2/channels32_repeat1.log
rc_gdp,2,32,1,1,0,33.44,226.86,221.06,233.34,ep2/channels32_repeat1.log
rc_gdp,2,32,1,2,0,33.51,226.4,220.54,232.86,ep2/channels32_repeat1.log
rc_gdp,2,32,1,3,0,33.51,226.4,219.74,232.86,ep2/channels32_repeat1.log
rc_gdp,2,32,2,0,0,33.42,226.98,221.09,233.31,ep2/channels32_repeat2.log
rc_gdp,2,32,2,1,0,33.42,226.95,223.07,231.33,ep2/channels32_repeat2.log
rc_gdp,2,32,2,2,0,33.5,226.44,220.58,232.58,ep2/channels32_repeat2.log
rc_gdp,2,32,2,3,0,33.5,226.43,222.24,231.87,ep2/channels32_repeat2.log
rc_gdp,4,1,0,0,0,20.59,368.42,362.34,374.66,ep4/channels1_repeat0.log
rc_gdp,4,1,0,1,0,20.6,368.17,361.12,374.43,ep4/channels1_repeat0.log
rc_gdp,4,1,0,2,0,20.61,368.14,361.82,374.27,ep4/channels1_repeat0.log
rc_gdp,4,1,0,3,0,20.61,368.0,363.94,374.18,ep4/channels1_repeat0.log
rc_gdp,4,1,1,0,0,20.59,368.38,355.2,377.7,ep4/channels1_repeat1.log
rc_gdp,4,1,1,1,0,20.58,368.57,362.37,375.71,ep4/channels1_repeat1.log
rc_gdp,4,1,1,2,0,20.6,368.15,360.9,375.26,ep4/channels1_repeat1.log
rc_gdp,4,1,1,3,0,20.6,368.21,361.95,376.26,ep4/channels1_repeat1.log
rc_gdp,4,1,2,0,0,20.58,368.57,358.34,378.75,ep4/channels1_repeat2.log
rc_gdp,4,1,2,1,0,20.58,368.52,360.35,376.77,ep4/channels1_repeat2.log
rc_gdp,4,1,2,2,0,20.61,368.01,363.81,374.37,ep4/channels1_repeat2.log
rc_gdp,4,1,2,3,0,20.61,368.01,359.84,378.02,ep4/channels1_repeat2.log
rc_gdp,4,2,0,0,0,36.51,207.8,202.56,216.99,ep4/channels2_repeat0.log
rc_gdp,4,2,0,1,0,36.53,207.68,200.67,212.93,ep4/channels2_repeat0.log
rc_gdp,4,2,0,2,0,36.61,207.21,198.05,214.37,ep4/channels2_repeat0.log
rc_gdp,4,2,0,3,0,36.61,207.21,199.94,214.46,ep4/channels2_repeat0.log
rc_gdp,4,2,1,0,0,36.08,210.28,198.53,243.58,ep4/channels2_repeat1.log
rc_gdp,4,2,1,1,0,36.06,210.36,200.61,245.63,ep4/channels2_repeat1.log
rc_gdp,4,2,1,2,0,36.15,209.85,200.0,239.2,ep4/channels2_repeat1.log
rc_gdp,4,2,1,3,0,36.14,209.91,198.08,243.1,ep4/channels2_repeat1.log
rc_gdp,4,2,2,0,0,36.14,209.93,200.61,244.64,ep4/channels2_repeat2.log
rc_gdp,4,2,2,1,0,36.13,209.97,202.62,242.56,ep4/channels2_repeat2.log
rc_gdp,4,2,2,2,0,36.22,209.44,202.11,241.02,ep4/channels2_repeat2.log
rc_gdp,4,2,2,3,0,36.21,209.51,200.1,246.88,ep4/channels2_repeat2.log
rc_gdp,4,4,0,0,0,42.69,177.68,139.14,290.72,ep4/channels4_repeat0.log
rc_gdp,4,4,0,1,0,42.65,177.87,141.22,278.46,ep4/channels4_repeat0.log
rc_gdp,4,4,0,2,0,42.74,177.48,140.7,286.05,ep4/channels4_repeat0.log
rc_gdp,4,4,0,3,0,42.78,177.32,138.66,288.16,ep4/channels4_repeat0.log
rc_gdp,4,4,1,0,0,44.63,169.96,143.2,206.72,ep4/channels4_repeat1.log
rc_gdp,4,4,1,1,0,44.65,169.88,139.14,223.14,ep4/channels4_repeat1.log
rc_gdp,4,4,1,2,0,44.77,169.45,140.74,253.31,ep4/channels4_repeat1.log
rc_gdp,4,4,1,3,0,44.8,169.32,140.7,218.53,ep4/channels4_repeat1.log
rc_gdp,4,4,2,0,0,43.88,172.88,139.14,274.3,ep4/channels4_repeat2.log
rc_gdp,4,4,2,1,0,43.88,172.89,141.12,268.19,ep4/channels4_repeat2.log
rc_gdp,4,4,2,2,0,44.06,172.18,138.66,268.83,ep4/channels4_repeat2.log
rc_gdp,4,4,2,3,0,44.0,172.41,140.67,263.58,ep4/channels4_repeat2.log
rc_gdp,4,8,0,0,0,45.17,167.93,139.07,214.91,ep4/channels8_repeat0.log
rc_gdp,4,8,0,1,0,45.12,168.12,141.22,211.01,ep4/channels8_repeat0.log
rc_gdp,4,8,0,2,0,45.27,167.55,142.72,214.43,ep4/channels8_repeat0.log
rc_gdp,4,8,0,3,0,45.24,167.68,138.72,220.64,ep4/channels8_repeat0.log
rc_gdp,4,8,1,0,0,43.78,173.25,139.1,274.3,ep4/channels8_repeat1.log
rc_gdp,4,8,1,1,0,43.71,173.55,141.18,260.0,ep4/channels8_repeat1.log
rc_gdp,4,8,1,2,0,43.89,172.83,140.7,263.87,ep4/channels8_repeat1.log
rc_gdp,4,8,1,3,0,43.84,173.03,140.74,259.49,ep4/channels8_repeat1.log
rc_gdp,4,8,2,0,0,43.68,173.69,141.15,251.81,ep4/channels8_repeat2.log
rc_gdp,4,8,2,1,0,43.67,173.71,141.25,255.94,ep4/channels8_repeat2.log
rc_gdp,4,8,2,2,0,43.8,173.2,140.67,247.42,ep4/channels8_repeat2.log
rc_gdp,4,8,2,3,0,43.71,173.54,140.74,253.38,ep4/channels8_repeat2.log
rc_gdp,4,16,0,0,0,44.33,171.12,141.15,231.3,ep4/channels16_repeat0.log
rc_gdp,4,16,0,1,0,44.26,171.38,145.28,237.47,ep4/channels16_repeat0.log
rc_gdp,4,16,0,2,0,44.42,170.78,142.75,234.88,ep4/channels16_repeat0.log
rc_gdp,4,16,0,3,0,44.41,170.81,138.69,236.99,ep4/channels16_repeat0.log
rc_gdp,4,16,1,0,0,45.79,165.66,140.99,204.83,ep4/channels16_repeat1.log
rc_gdp,4,16,1,1,0,45.79,165.68,143.26,221.06,ep4/channels16_repeat1.log
rc_gdp,4,16,1,2,0,45.95,165.09,142.72,238.98,ep4/channels16_repeat1.log
rc_gdp,4,16,1,3,0,45.93,165.17,140.9,220.58,ep4/channels16_repeat1.log
rc_gdp,4,16,2,0,0,46.75,162.26,140.13,233.34,ep4/channels16_repeat2.log
rc_gdp,4,16,2,1,0,46.72,162.36,143.26,229.28,ep4/channels16_repeat2.log
rc_gdp,4,16,2,2,0,46.88,161.8,140.67,259.46,ep4/channels16_repeat2.log
rc_gdp,4,16,2,3,0,46.88,161.82,142.75,235.07,ep4/channels16_repeat2.log
rc_gdp,4,32,0,0,0,49.65,152.78,141.18,163.74,ep4/channels32_repeat0.log
rc_gdp,4,32,0,1,0,49.64,152.82,145.28,163.68,ep4/channels32_repeat0.log
rc_gdp,4,32,0,2,0,49.8,152.33,140.7,161.18,ep4/channels32_repeat0.log
rc_gdp,4,32,0,3,0,49.83,152.24,138.69,159.97,ep4/channels32_repeat0.log
rc_gdp,4,32,1,0,0,49.82,152.26,141.25,167.84,ep4/channels32_repeat1.log
rc_gdp,4,32,1,1,0,49.82,152.27,143.23,159.65,ep4/channels32_repeat1.log
rc_gdp,4,32,1,2,0,49.93,151.93,142.72,164.22,ep4/channels32_repeat1.log
rc_gdp,4,32,1,3,0,49.97,151.79,142.75,160.13,ep4/channels32_repeat1.log
rc_gdp,4,32,2,0,0,49.51,153.22,141.18,171.97,ep4/channels32_repeat2.log
rc_gdp,4,32,2,1,0,49.5,153.24,144.22,173.92,ep4/channels32_repeat2.log
rc_gdp,4,32,2,2,0,49.63,152.83,136.7,171.14,ep4/channels32_repeat2.log
rc_gdp,4,32,2,3,0,49.65,152.78,138.85,165.02,ep4/channels32_repeat2.log
rc_gdp,8,1,0,0,0,19.69,385.21,364.38,491.39,ep8/channels1_repeat0.log
rc_gdp,8,1,0,1,0,19.83,382.6,366.46,472.99,ep8/channels1_repeat0.log
rc_gdp,8,1,0,2,0,19.84,382.27,366.02,476.64,ep8/channels1_repeat0.log
rc_gdp,8,1,0,3,0,19.85,382.22,365.86,482.72,ep8/channels1_repeat0.log
rc_gdp,8,1,1,0,0,19.54,388.17,364.42,460.67,ep8/channels1_repeat1.log
rc_gdp,8,1,1,1,0,19.55,387.94,368.54,438.14,ep8/channels1_repeat1.log
rc_gdp,8,1,1,2,0,19.58,387.36,369.95,435.39,ep8/channels1_repeat1.log
rc_gdp,8,1,1,3,0,19.6,386.95,365.98,435.62,ep8/channels1_repeat1.log
rc_gdp,8,1,2,0,0,19.56,387.86,365.44,479.07,ep8/channels1_repeat2.log
rc_gdp,8,1,2,1,0,19.48,389.35,364.22,454.5,ep8/channels1_repeat2.log
rc_gdp,8,1,2,2,0,19.49,389.28,369.02,452.0,ep8/channels1_repeat2.log
rc_gdp,8,1,2,3,0,19.5,389.04,367.84,465.28,ep8/channels1_repeat2.log
rc_gdp,8,2,0,0,0,34.91,217.32,200.58,286.56,ep8/channels2_repeat0.log
rc_gdp,8,2,0,1,0,34.87,217.56,198.53,278.43,ep8/channels2_repeat0.log
rc_gdp,8,2,0,2,0,34.98,216.85,196.0,276.67,ep8/channels2_repeat0.log
rc_gdp,8,2,0,3,0,35.03,216.57,202.11,253.31,ep8/channels2_repeat0.log
rc_gdp,8,2,1,0,0,34.65,218.92,200.58,296.93,ep8/channels2_repeat1.log
rc_gdp,8,2,1,1,0,34.64,219.01,198.53,310.14,ep8/channels2_repeat1.log
rc_gdp,8,2,1,2,0,34.71,218.52,200.03,296.32,ep8/channels2_repeat1.log
rc_gdp,8,2,1,3,0,34.69,218.69,198.05,259.52,ep8/channels2_repeat1.log
rc_gdp,8,2,2,0,0,35.19,215.56,202.62,237.41,ep8/channels2_repeat2.log
rc_gdp,8,2,2,1,0,35.2,215.52,202.66,243.74,ep8/channels2_repeat2.log
rc_gdp,8,2,2,2,0,35.27,215.07,202.11,234.91,ep8/channels2_repeat2.log
rc_gdp,8,2,2,3,0,35.28,215.02,196.06,242.4,ep8/channels2_repeat2.log
rc_gdp,8,4,0,0,0,45.24,167.69,139.14,247.71,ep8/channels4_repeat0.log
rc_gdp,8,4,0,1,0,45.23,167.7,139.17,233.34,ep8/channels4_repeat0.log
rc_gdp,8,4,0,2,0,45.33,167.34,138.66,236.9,ep8/channels4_repeat0.log
rc_gdp,8,4,0,3,0,45.29,167.48,140.74,223.68,ep8/channels4_repeat0.log
rc_gdp,8,4,1,0,0,46.12,164.46,137.06,272.26,ep8/channels4_repeat1.log
rc_gdp,8,4,1,1,0,46.04,164.77,137.09,257.95,ep8/channels4_repeat1.log
rc_gdp,8,4,1,2,0,46.3,163.83,134.53,261.5,ep8/channels4_repeat1.log
rc_gdp,8,4,1,3,0,46.2,164.19,135.52,284.1,ep8/channels4_repeat1.log
rc_gdp,8,4,2,0,0,45.41,167.04,138.94,243.58,ep8/channels4_repeat2.log
rc_gdp,8,4,2,1,0,45.44,166.95,141.22,268.22,ep8/channels4_repeat2.log
rc_gdp,8,4,2,2,0,45.62,166.27,138.62,263.62,ep8/channels4_repeat2.log
rc_gdp,8,4,2,3,0,45.58,166.41,136.58,277.95,ep8/channels4_repeat2.log
rc_gdp,8,8,0,0,0,46.37,163.6,126.72,249.73,ep8/channels8_repeat0.log
rc_gdp,8,8,0,1,0,46.44,163.34,133.06,257.98,ep8/channels8_repeat0.log
rc_gdp,8,8,0,2,0,46.66,162.58,132.51,265.28,ep8/channels8_repeat0.log
rc_gdp,8,8,0,3,0,46.58,162.85,132.58,253.44,ep8/channels8_repeat0.log
rc_gdp,8,8,1,0,0,48.77,155.54,132.83,201.57,ep8/channels8_repeat1.log
rc_gdp,8,8,1,1,0,48.75,155.6,128.96,212.86,ep8/channels8_repeat1.log
rc_gdp,8,8,1,2,0,48.91,155.09,130.46,210.3,ep8/channels8_repeat1.log
rc_gdp,8,8,1,3,0,48.88,155.19,132.38,197.82,ep8/channels8_repeat1.log
rc_gdp,8,8,2,0,0,49.18,154.25,132.96,200.61,ep8/channels8_repeat2.log
rc_gdp,8,8,2,1,0,49.17,154.29,130.85,221.09,ep8/channels8_repeat2.log
rc_gdp,8,8,2,2,0,49.28,153.93,134.53,225.82,ep8/channels8_repeat2.log
rc_gdp,8,8,2,3,0,49.31,153.85,130.43,224.61,ep8/channels8_repeat2.log
rc_gdp,8,16,0,0,0,46.19,164.23,135.04,249.66,ep8/channels16_repeat0.log
rc_gdp,8,16,0,1,0,46.21,164.16,135.07,270.21,ep8/channels16_repeat0.log
rc_gdp,8,16,0,2,0,46.32,163.76,132.8,247.17,ep8/channels16_repeat0.log
rc_gdp,8,16,0,3,0,46.45,163.31,132.42,234.88,ep8/channels16_repeat0.log
rc_gdp,8,16,1,0,0,50.39,150.54,130.98,192.42,ep8/channels16_repeat1.log
rc_gdp,8,16,1,1,0,50.41,150.49,130.98,202.66,ep8/channels16_repeat1.log
rc_gdp,8,16,1,2,0,50.53,150.13,134.53,206.21,ep8/channels16_repeat1.log
rc_gdp,8,16,1,3,0,50.54,150.09,132.54,198.4,ep8/channels16_repeat1.log
rc_gdp,8,16,2,0,0,47.93,158.25,135.04,255.87,ep8/channels16_repeat2.log
rc_gdp,8,16,2,1,0,47.99,158.07,130.94,247.71,ep8/channels16_repeat2.log
rc_gdp,8,16,2,2,0,48.12,157.64,130.46,245.15,ep8/channels16_repeat2.log
rc_gdp,8,16,2,3,0,48.15,157.53,132.51,260.26,ep8/channels16_repeat2.log
rc_gdp,8,32,0,0,0,48.54,156.28,132.99,215.97,ep8/channels32_repeat0.log
rc_gdp,8,32,0,1,0,48.49,156.44,130.85,227.23,ep8/channels32_repeat0.log
rc_gdp,8,32,0,2,0,48.65,155.91,134.56,227.04,ep8/channels32_repeat0.log
rc_gdp,8,32,0,3,0,48.79,155.48,132.51,222.91,ep8/channels32_repeat0.log
rc_gdp,8,32,1,0,0,48.94,155.01,132.96,212.86,ep8/channels32_repeat1.log
rc_gdp,8,32,1,1,0,48.96,154.95,134.05,198.46,ep8/channels32_repeat1.log
rc_gdp,8,32,1,2,0,49.14,154.38,134.53,198.21,ep8/channels32_repeat1.log
rc_gdp,8,32,1,3,0,49.1,154.49,132.54,202.18,ep8/channels32_repeat1.log
rc_gdp,8,32,2,0,0,51.33,147.78,133.02,186.24,ep8/channels32_repeat2.log
rc_gdp,8,32,2,1,0,51.25,148.03,130.88,191.52,ep8/channels32_repeat2.log
rc_gdp,8,32,2,2,0,51.55,147.15,135.74,187.81,ep8/channels32_repeat2.log
rc_gdp,8,32,2,3,0,51.53,147.22,136.58,181.7,ep8/channels32_repeat2.log
rc_gdp,16,1,0,0,0,18.97,399.86,362.37,530.3,ep16/channels1_repeat0.log
rc_gdp,16,1,0,1,0,18.96,400.11,356.26,493.47,ep16/channels1_repeat0.log
rc_gdp,16,1,0,2,0,19.0,399.33,365.7,500.86,ep16/channels1_repeat0.log
rc_gdp,16,1,0,3,0,19.0,399.25,370.11,476.48,ep16/channels1_repeat0.log
rc_gdp,16,1,1,0,0,19.01,398.98,362.37,522.08,ep16/channels1_repeat1.log
rc_gdp,16,1,1,1,0,19.02,398.85,370.59,514.94,ep16/channels1_repeat1.log
rc_gdp,16,1,1,2,0,19.05,398.24,361.92,523.71,ep16/channels1_repeat1.log
rc_gdp,16,1,1,3,0,19.04,398.51,370.08,503.2,ep16/channels1_repeat1.log
rc_gdp,16,1,2,0,0,18.95,400.4,370.56,485.28,ep16/channels1_repeat2.log
rc_gdp,16,1,2,1,0,18.94,400.57,358.27,524.16,ep16/channels1_repeat2.log
rc_gdp,16,1,2,2,0,18.99,399.56,372.13,492.93,ep16/channels1_repeat2.log
rc_gdp,16,1,2,3,0,18.98,399.78,368.16,527.87,ep16/channels1_repeat2.log
rc_gdp,16,2,0,0,0,33.43,226.9,200.61,286.62,ep16/channels2_repeat0.log
rc_gdp,16,2,0,1,0,33.48,226.59,200.58,279.46,ep16/channels2_repeat0.log
rc_gdp,16,2,0,2,0,33.49,226.54,202.4,271.49,ep16/channels2_repeat0.log
rc_gdp,16,2,0,3,0,33.54,226.15,206.27,277.95,ep16/channels2_repeat0.log
rc_gdp,16,2,1,0,0,32.68,232.15,202.62,335.74,ep16/channels2_repeat1.log
rc_gdp,16,2,1,1,0,32.76,231.59,196.48,321.41,ep16/channels2_repeat1.log
rc_gdp,16,2,1,2,0,32.71,231.91,205.22,314.82,ep16/channels2_repeat1.log
rc_gdp,16,2,1,3,0,32.74,231.69,204.16,314.78,ep16/channels2_repeat1.log
rc_gdp,16,2,2,0,0,33.87,223.96,200.51,277.38,ep16/channels2_repeat2.log
rc_gdp,16,2,2,1,0,33.83,224.25,196.42,298.91,ep16/channels2_repeat2.log
rc_gdp,16,2,2,2,0,33.87,223.97,202.21,284.03,ep16/channels2_repeat2.log
rc_gdp,16,2,2,3,0,33.92,223.61,202.14,263.71,ep16/channels2_repeat2.log
rc_gdp,16,4,0,0,0,42.48,178.58,145.28,278.4,ep16/channels4_repeat0.log
rc_gdp,16,4,0,1,0,42.47,178.6,134.02,315.3,ep16/channels4_repeat0.log
rc_gdp,16,4,0,2,0,42.71,177.61,128.45,296.38,ep16/channels4_repeat0.log
rc_gdp,16,4,0,3,0,42.64,177.91,134.59,294.3,ep16/channels4_repeat0.log
rc_gdp,16,4,1,0,0,44.53,170.35,135.1,243.62,ep16/channels4_repeat1.log
rc_gdp,16,4,1,1,0,44.69,169.75,130.91,257.89,ep16/channels4_repeat1.log
rc_gdp,16,4,1,2,0,44.75,169.53,128.38,251.3,ep16/channels4_repeat1.log
rc_gdp,16,4,1,3,0,44.9,168.96,136.48,265.63,ep16/channels4_repeat1.log
rc_gdp,16,4,2,0,0,43.3,175.2,131.94,302.98,ep16/channels4_repeat2.log
rc_gdp,16,4,2,1,0,43.38,174.86,131.01,278.43,ep16/channels4_repeat2.log
rc_gdp,16,4,2,2,0,43.33,175.06,134.85,294.34,ep16/channels4_repeat2.log
rc_gdp,16,4,2,3,0,43.44,174.61,129.44,273.86,ep16/channels4_repeat2.log
rc_gdp,16,8,0,0,0,48.1,157.71,130.98,224.29,ep16/channels8_repeat0.log
rc_gdp,16,8,0,1,0,48.21,157.34,124.83,230.3,ep16/channels8_repeat0.log
rc_gdp,16,8,0,2,0,48.23,157.27,132.45,206.21,ep16/channels8_repeat0.log
rc_gdp,16,8,0,3,0,48.14,157.57,113.98,248.32,ep16/channels8_repeat0.log
rc_gdp,16,8,1,0,0,45.4,167.1,126.91,307.07,ep16/channels8_repeat1.log
rc_gdp,16,8,1,1,0,45.32,167.4,126.88,315.33,ep16/channels8_repeat1.log
rc_gdp,16,8,1,2,0,45.51,166.7,124.51,314.78,ep16/channels8_repeat1.log
rc_gdp,16,8,1,3,0,45.47,166.84,126.4,296.35,ep16/channels8_repeat1.log
rc_gdp,16,8,2,0,0,46.94,161.61,126.85,247.68,ep16/channels8_repeat2.log
rc_gdp,16,8,2,1,0,46.99,161.44,126.88,249.73,ep16/channels8_repeat2.log
rc_gdp,16,8,2,2,0,47.09,161.11,138.66,242.91,ep16/channels8_repeat2.log
rc_gdp,16,8,2,3,0,47.05,161.22,124.32,271.52,ep16/channels8_repeat2.log
rc_gdp,16,16,0,0,0,47.29,160.41,122.72,238.46,ep16/channels16_repeat0.log
rc_gdp,16,16,0,1,0,47.29,160.43,128.9,243.55,ep16/channels16_repeat0.log
rc_gdp,16,16,0,2,0,47.55,159.54,99.74,265.6,ep16/channels16_repeat0.log
rc_gdp,16,16,0,3,0,47.55,159.54,126.4,249.25,ep16/channels16_repeat0.log
rc_gdp,16,16,1,0,0,47.8,158.69,116.51,239.49,ep16/channels16_repeat1.log
rc_gdp,16,16,1,1,0,47.99,158.06,114.53,272.29,ep16/channels16_repeat1.log
rc_gdp,16,16,1,2,0,48.03,157.93,124.58,248.29,ep16/channels16_repeat1.log
rc_gdp,16,16,1,3,0,48.02,157.96,118.11,247.39,ep16/channels16_repeat1.log
rc_gdp,16,16,2,0,0,43.82,173.12,120.74,290.69,ep16/channels16_repeat2.log
rc_gdp,16,16,2,1,0,43.69,173.62,124.7,313.31,ep16/channels16_repeat2.log
rc_gdp,16,16,2,2,0,43.86,172.96,124.13,312.74,ep16/channels16_repeat2.log
rc_gdp,16,16,2,3,0,43.73,173.48,132.35,327.17,ep16/channels16_repeat2.log
rc_gdp,16,32,0,0,0,48.49,156.45,126.85,225.18,ep16/channels32_repeat0.log
rc_gdp,16,32,0,1,0,48.61,156.07,121.7,227.17,ep16/channels32_repeat0.log
rc_gdp,16,32,0,2,0,48.74,155.63,123.26,208.29,ep16/channels32_repeat0.log
rc_gdp,16,32,0,3,0,48.68,155.82,132.51,224.58,ep16/channels32_repeat0.log
rc_gdp,16,32,1,0,0,47.52,159.63,128.93,227.17,ep16/channels32_repeat1.log
rc_gdp,16,32,1,1,0,47.6,159.37,124.83,231.3,ep16/channels32_repeat1.log
rc_gdp,16,32,1,2,0,47.59,159.41,122.24,271.74,ep16/channels32_repeat1.log
rc_gdp,16,32,1,3,0,47.69,159.07,124.32,212.35,ep16/channels32_repeat1.log
rc_gdp,16,32,2,0,0,48.04,157.91,124.8,228.22,ep16/channels32_repeat2.log
rc_gdp,16,32,2,1,0,48.17,157.5,124.8,223.2,ep16/channels32_repeat2.log
rc_gdp,16,32,2,2,0,48.1,157.72,126.37,228.8,ep16/channels32_repeat2.log
rc_gdp,16,32,2,3,0,48.23,157.27,121.95,247.2,ep16/channels32_repeat2.log
rc_gdp,32,1,0,0,0,17.49,433.74,384.9,604.03,ep32/channels1_repeat0.log
