backend,experts_per_rank,channels,completed_repeats,mean_dispatch_bandwidth_gbps,stdev_dispatch_bandwidth_gbps,min_repeat_dispatch_bandwidth_gbps,max_repeat_dispatch_bandwidth_gbps
rc_gdp,2,1,3,20.361666666666668,0.011814539065631551,20.3525,20.375
rc_gdp,2,2,3,35.645,0.05379358697837234,35.59,35.6975
rc_gdp,2,4,3,35.7175,0.013228756555325693,35.707499999999996,35.7325
rc_gdp,2,8,3,35.35916666666667,0.01701714821388321,35.34,35.3725
rc_gdp,2,16,3,35.15416666666667,0.03105774192263672,35.135000000000005,35.19
rc_gdp,2,32,3,33.469166666666666,0.008036375634157539,33.46,33.474999999999994
rc_gdp,4,1,3,20.596666666666668,0.0052041649986645806,20.5925,20.6025
rc_gdp,4,2,3,36.2825,0.24696912762529524,36.1075,36.565
rc_gdp,4,4,3,43.79416666666667,1.0084156302504081,42.715,44.7125
rc_gdp,4,8,3,44.24,0.8326013451826757,43.715,45.2
rc_gdp,4,16,3,45.67583333333334,1.2371447301481517,44.355,46.807500000000005
rc_gdp,4,32,3,49.729166666666664,0.15625166665777787,49.5725,49.885
rc_gdp,8,1,3,19.625833333333333,0.15591129956912586,19.5075,19.802500000000002
rc_gdp,8,2,3,34.95166666666667,0.28127314719562785,34.6725,35.235
rc_gdp,8,4,3,45.65,0.461864428160472,45.2725,46.165
rc_gdp,8,8,3,48.19166666666666,1.4684054560418047,46.512499999999996,49.235
rc_gdp,8,16,3,48.26916666666667,2.0963082629549805,46.292500000000004,50.4675
rc_gdp,8,32,3,49.689166666666665,1.5091229516952336,48.6175,51.415
rc_gdp,16,1,3,18.9925,0.033634060117684716,18.965,19.03
rc_gdp,16,2,3,33.36,0.5851014869234253,32.7225,33.8725
rc_gdp,16,4,3,43.55166666666667,1.0837041032188317,42.575,44.7175
rc_gdp,16,8,3,46.87083333333333,1.3783648222924654,45.425,48.17
rc_gdp,16,16,3,46.385,2.2763951765895145,43.775,47.96
rc_gdp,16,32,3,48.12166666666667,0.5151294335730913,47.6,48.63
rc_gdp,32,1,3,17.295833333333334,0.1855790487456296,17.1825,17.509999999999998
rc_gdp,32,2,3,31.000833333333333,0.09818137976894256,30.8875,31.06
rc_gdp,32,4,3,39.98166666666667,0.7506594323215628,39.115,40.4275
rc_gdp,32,8,3,43.605000000000004,0.1862625834675347,43.39,43.7175
rc_gdp,32,16,3,43.962500000000006,0.2739639574834613,43.682500000000005,44.230000000000004
rc_gdp,32,32,3,42.1325,1.0657772985009595,41.442499999999995,43.36
rc_gdp,64,1,3,14.650833333333333,0.13714347718113845,14.4925,14.7325
rc_gdp,64,2,3,26.235833333333332,0.07509715928937054,26.19,26.322499999999998
rc_gdp,64,4,3,32.22083333333333,0.42407497371730385,31.7875,32.635
rc_gdp,64,8,3,35.83166666666666,0.11678862672937251,35.7475,35.964999999999996
rc_gdp,64,16,3,36.55416666666667,0.4418026520216185,36.067499999999995,36.93
rc_gdp,64,32,3,36.81333333333333,0.4828647153534124,36.265,37.175
